unitid,year,Actual,Predicted,Residual
196264,2023,90.4342889582742,42.88646616651443,47.547822791759764
188225,2023,14.64788732394366,60.29883450486942,-45.650947180925755
455512,2023,54.08613089182774,8.543418818747774,45.54271207307997
188261,2023,7.84313725490196,51.00106536187393,-43.157928106971966
181419,2023,96.66666666666669,56.024211668663575,40.64245499800311
126119,2023,47.64555787520297,7.1495339145279555,40.49602396067501
188049,2023,21.58415841584159,61.899731056190234,-40.31557264034865
207050,2023,29.05263157894737,68.95361674944319,-39.900985170495815
495271,2023,77.47747747747748,39.932419147296976,37.5450583301805
187958,2023,15.37598204264871,51.52914639363378,-36.15316435098507
187976,2023,37.39495798319328,70.83326437717572,-33.438306393982444
366401,2023,9.665976943541237,42.205108928924794,-32.539131985383555
111434,2023,8.630586305863059,39.03733759923362,-30.406751293370558
121707,2023,25.86795674445077,53.89421670673886,-28.02625996228809
123800,2023,26.34615384615385,54.249382948855256,-27.903229102701406
118347,2023,11.27800407331975,38.46001110806927,-27.182007034749518
399212,2023,29.73711485913502,55.74639379076239,-26.00927893162737
105668,2023,81.24615699938512,55.79834743397673,25.44780956540839
108807,2023,14.29851510496672,38.81908789280116,-24.52057278783444
125471,2023,71.01827676240208,46.69375374835847,24.324523014043614
123217,2023,13.95089285714286,38.08689242632091,-24.135999569178047
120290,2023,31.53204943949411,55.12585201552776,-23.593802576033653
188137,2023,44.09131602506714,20.57724713821443,23.514068886852705
109907,2023,82.86266924564796,59.45897244512912,23.403696800518844
115861,2023,19.69190524633047,42.781148994191504,-23.089243747861033
198491,2023,80.2771855010661,57.221390470053805,23.055795031012295
219374,2023,53.1951640759931,30.30262146203178,22.892542613961318
115001,2023,28.99969409605384,51.72587002534461,-22.726175929290772
167525,2023,35.65380997177799,58.17402319854899,-22.520213226771
125091,2023,32.72486990996944,55.17627464831141,-22.45140473834197
228547,2023,15.33794201024519,37.68949810476315,-22.351556094517964
199953,2023,43.24659231722428,65.26962869278412,-22.023036375559847
124113,2023,24.96890547263682,46.83390228070057,-21.86499680806375
120953,2023,67.58336198006188,45.7812945666943,21.80206741336758
122791,2023,22.67971191738008,44.24167956840297,-21.561967651022893
207351,2023,36.2086258776329,14.678600289243455,21.530025588389442
112385,2023,95.37605251890966,73.85307862564981,21.522973893259845
218487,2023,57.48081841432226,36.144501516206006,21.33631689811625
188058,2023,44.35389988358556,23.025577492004405,21.328322391581157
119067,2023,25.1606181628755,46.47591762531997,-21.31529946244447
203331,2023,96.31384939441811,75.03644644809582,21.277402946322297
108667,2023,72.90594291062237,51.69061824687457,21.2153246637478
214379,2023,16.05431309904153,37.138344373360404,-21.084031274318875
200208,2023,64.38848920863309,43.345762027755974,21.042727180877115
232946,2023,12.57207675583704,33.59178621790651,-21.01970946206947
115393,2023,18.13225220187334,39.10742628326704,-20.9751740813937
110705,2023,0.0430941607412196,20.974718934187827,-20.931624773446607
107327,2023,51.08005082592122,70.96338555458105,-19.883334728659833
235671,2023,14.25914445133292,33.9607820774223,-19.70163762608938
218140,2023,25.34384434753438,44.98047128662452,-19.636626939090142
110680,2023,0.6008228016692811,19.90991755532275,-19.30909475365347
125170,2023,56.88174410922704,37.84690881387804,19.034835295349005
111939,2023,56.84699292452831,37.82884230551773,19.018150619010576
116439,2023,31.60697504437715,50.60190971979335,-18.994934675416197
110246,2023,28.92414122137404,47.4277236904905,-18.503582469116463
239460,2023,53.40615119287151,34.92868762875604,18.477463564115475
119216,2023,0.8412409987213136,19.251474925290555,-18.41023392656924
117690,2023,64.99384236453201,47.05487483957032,17.938967524961697
117715,2023,72.66016345900343,54.89556373941985,17.76459971958358
154642,2023,59.78975032851511,42.06204068475225,17.727709643762864
113111,2023,31.86834844304297,49.582139922788784,-17.713791479745815
122889,2023,30.40714995034757,48.1109138125953,-17.70376386224773
207449,2023,42.3679264982251,24.765581345176464,17.60234515304864
112561,2023,29.10798122065728,46.613474704445245,-17.505493483787966
110644,2023,0.129024136954401,17.62447735636493,-17.49545321941053
121619,2023,26.1732769978647,43.60679233004728,-17.433515332182576
106625,2023,47.12153518123667,29.811792832206198,17.309742349030476
121901,2023,29.15730660676228,46.41142683090704,-17.25412022414476
114433,2023,60.80050825921219,43.561697474639054,17.238810784573133
136400,2023,30.79474974758402,47.94336837557747,-17.14861862799345
155140,2023,3.986332574031891,21.0840794789234,-17.09774690489151
183257,2023,100.0,82.99154518301555,17.008454816984454
226134,2023,38.989382618954,22.12469046540797,16.864692153546027
380377,2023,41.50664697193501,24.712613891118348,16.794033080816664
221908,2023,15.47223540579022,32.17918094352336,-16.70694553773314
203474,2023,68.99271844660194,52.51417688853964,16.478541558062304
114938,2023,32.67573696145124,48.91557223243302,-16.23983527098178
147411,2023,1.27265715387582,17.480113076010174,-16.207455922134354
198011,2023,50.90909090909091,34.72706925189949,16.182021657191413
217989,2023,15.58441558441558,31.521123356930442,-15.936707772514861
185129,2023,11.11383709519136,26.900005080301632,-15.786167985110271
206996,2023,28.88755980861244,44.628170980501835,-15.740611171889395
120342,2023,12.40305267729726,28.131445498386675,-15.728392821089415
491844,2023,0.0,15.413035895780684,-15.413035895780684
444219,2023,57.122076759539,41.72966934847072,15.392407411068277
228608,2023,55.20833333333334,39.90204007898181,15.30629325435153
203526,2023,58.11247575953459,42.873358133225125,15.239117626309465
122180,2023,55.62765455403492,40.39860744949838,15.22904710453654
187596,2023,13.31569664902998,28.45758778771824,-15.141891138688258
448594,2023,34.34688178715483,49.46118575278702,-15.114303965632189
209746,2023,48.28205826300027,33.20613879163157,15.075919471368707
114859,2023,28.68906653843842,43.711805634292645,-15.022739095854224
180328,2023,0.0,14.848806514173772,-14.848806514173772
243151,2023,23.62562471603816,8.797074164173791,14.82855055186437
165194,2023,21.18758434547908,35.9771894275491,-14.789605082070018
110653,2023,1.346036481996338,16.030553218737957,-14.68451673674162
212878,2023,43.48092226076311,28.800113598520834,14.680808662242274
196103,2023,2.028985507246376,16.70686910469826,-14.677883597451885
434016,2023,2.259887005649718,16.93513160872718,-14.675244603077461
198914,2023,42.04851752021563,56.656082919672535,-14.607565399456902
183150,2023,14.89698890649762,29.385679821542116,-14.488690915044495
489201,2023,50.2885042166001,35.85800039625197,14.430503820348136
487320,2023,33.72664700098328,19.29749444400398,14.429152556979297
110556,2023,3.673469387755103,17.822640798213612,-14.149171410458509
196097,2023,1.354764638346728,15.233363915127399,-13.87859927678067
186034,2023,8.007039155301364,21.882864922950343,-13.87582576764898
383996,2023,43.03178484107579,56.87040089568446,-13.838616054608671
117867,2023,58.03760428340182,44.20182679616305,13.835777487238772
110583,2023,3.615481527057514,17.43906709509013,-13.823585568032616
380359,2023,74.95291902071564,88.7383431166193,-13.785424095903664
199324,2023,31.96605374823196,45.70549657928037,-13.739442831048411
190576,2023,70.9488099119661,84.68442096566028,-13.735611053694186
235237,2023,53.01983507911745,39.33341921485426,13.68641586426319
123484,2023,31.29629629629629,44.93589808869996,-13.639601792403667
111887,2023,34.43613041154463,47.984094845502824,-13.547964433958192
122746,2023,37.94573092768859,51.2403650472185,-13.294634119529917
110334,2023,23.09562398703403,36.36807212999405,-13.272448142960016
237817,2023,47.73123909249563,34.499723791613164,13.231515300882464
461315,2023,7.482993197278912,20.687256012219414,-13.204262814940503
186201,2023,1.951114922813036,15.130500285705644,-13.179385362892608
199908,2023,24.0990990990991,37.265237589719554,-13.166138490620455
201690,2023,53.95662368112544,67.00294567776076,-13.04632199663532
230861,2023,68.83284836728095,55.79452929903992,13.038319068241023
115296,2023,37.37682044126624,50.4018287113468,-13.025008270080562
208318,2023,17.80821917808219,30.720625503404072,-12.912406325321882
420398,2023,39.23731257208766,26.345802328639333,12.891510243448327
196291,2023,0.1610305958132045,13.001797300459941,-12.840766704646736
196060,2023,3.595041322314049,16.363051826283275,-12.768010503969226
208035,2023,28.29457364341085,41.02872078557332,-12.73414714216247
491297,2023,100.0,87.29187276291334,12.708127237086657
160579,2023,11.61463578382007,24.299395361708648,-12.684759577888578
196130,2023,1.343784994400896,13.991480670078445,-12.64769567567755
228778,2023,0.5391923990498813,13.157618699896126,-12.618426300846245
233921,2023,0.5125677673730902,13.124743726694472,-12.612175959321382
104708,2023,23.78192534381139,11.177240982441187,12.604684361370204
134130,2023,2.3371063280746,14.886110265520337,-12.549003937445736
190530,2023,11.03017689906348,23.575737365911294,-12.545560466847814
112190,2023,22.453300124533,34.95467628670687,-12.50137616217387
196088,2023,1.932557680930783,14.424521396183637,-12.491963715252854
207069,2023,30.80513418903151,43.26071084739398,-12.455576658362471
111461,2023,35.25545069964204,47.65209757699926,-12.39664687735722
196149,2023,0.5597014925373134,12.916202889335459,-12.356501396798146
133951,2023,26.12677691494028,38.47868990466615,-12.351912989725868
167376,2023,20.74626865671642,33.03330348162069,-12.287034824904271
114266,2023,40.22164276401565,52.49015692738786,-12.26851416337221
223320,2023,56.72058003346346,44.536596119735314,12.183983913728149
185509,2023,11.4335461404527,23.548845001522313,-12.115298861069613
210605,2023,16.57173562600752,28.559399252244756,-11.987663626237236
204848,2023,22.52663622526636,34.415294611744486,-11.888658386478127
113096,2023,51.7927108745472,39.943630984913675,11.849079889633522
246354,2023,45.68172989770814,33.83557424926119,11.846155648446945
201946,2023,67.76669224865695,56.015162609296425,11.751529639360527
200086,2023,0.0,11.743955653502084,-11.743955653502084
147776,2023,16.54174205220987,28.267107806921725,-11.725365754711856
198233,2023,58.65794711401763,46.93798008598404,11.719967028033594
118912,2023,46.28604162688562,34.687758777325634,11.598282849559986
204839,2023,19.3058568329718,30.899939665018344,-11.594082832046546
227854,2023,46.97363535090977,35.42815989337846,11.54547545753131
122409,2023,4.754263980507518,16.29199489747992,-11.537730916972404
260372,2023,2.439024390243902,13.966265631088815,-11.527241240844912
197887,2023,29.1097983295987,17.66296553754519,11.44683279205351
162104,2023,17.60409057706355,29.04584695200292,-11.44175637493937
117788,2023,54.90466979828682,43.5277490435988,11.376920754688015
165820,2023,12.35398230088495,23.728948058719467,-11.374965757834518
174020,2023,49.05962384953982,37.75743560562454,11.302188243915275
240790,2023,4.53074433656958,15.83003671596234,-11.29929237939276
223427,2023,17.89428076256499,29.157194009227062,-11.262913246662073
118772,2023,61.71162429652629,50.510522805217725,11.201101491308563
236887,2023,22.13322091062395,33.266768829675286,-11.133547919051335
137096,2023,20.9826641516213,32.07091527778096,-11.088251126159662
197814,2023,75.53107789142408,64.45508572907622,11.075992162347859
106263,2023,64.8052902277737,53.750318471181515,11.054971756592181
184180,2023,11.17591721542803,22.21244059441102,-11.036523378982992
110635,2023,0.1481571070057146,11.14290839271242,-10.994751285706705
160481,2023,57.17858929464732,46.206645687530994,10.971943607116323
113980,2023,27.37180162156471,38.310422348779866,-10.938620727215156
204866,2023,19.39163498098859,30.322634578702132,-10.93099959771354
135717,2023,33.17048084340448,44.075141573869935,-10.904660730465451
171146,2023,31.36877555929757,42.265540755679496,-10.896765196381924
117052,2023,40.55223573047599,51.39972838573137,-10.84749265525538
199768,2023,26.15916955017301,36.97156360507416,-10.812394054901148
413626,2023,0.411522633744856,11.217233957892955,-10.805711324148099
122977,2023,36.75568557138813,47.521996843337234,-10.766311271949107
109819,2023,30.55741292322655,41.298469656541,-10.741056733314451
123013,2023,24.16416556152719,34.89910301988202,-10.734937458354828
229027,2023,13.22999157540017,23.964733165546512,-10.734741590146342
240444,2023,0.880414972662274,11.595088249040337,-10.714673276378063
204796,2023,2.828518277786494,13.384024411345065,-10.55550613355857
117645,2023,27.10169414128499,37.648341359398074,-10.546647218113083
165033,2023,47.23043563966095,36.697621020402174,10.53281461925878
183859,2023,6.571283869334009,17.10345954511996,-10.53217567578595
151351,2023,0.4539115692762025,10.964917525160054,-10.511005955883851
229355,2023,18.15774958632101,28.604444844310276,-10.446695257989266
187444,2023,31.74992338338952,21.40444963978305,10.345473743606469
167534,2023,20.06281174949196,30.349416023233687,-10.286604273741727
198206,2023,31.73076923076923,41.88056989080754,-10.149800660038313
199263,2023,71.25,61.12669191508329,10.123308084916708
149532,2023,11.17354310483224,21.27844273185561,-10.10489962702337
161545,2023,28.14927069520742,38.248673823839084,-10.099403128631664
191126,2023,3.70957095709571,13.759558117109586,-10.049987160013876
